grid_id,density,district,lon,lat
86918,95,新北市新莊區,121.44247270270287,25.03585254954979
86919,86,新北市新莊區,121.44247270270286,25.0367534504507
86920,89,新北市新莊區,121.44247270270289,25.0376543513516
86921,71,新北市新莊區,121.44247270270289,25.038555252252497
86922,25,新北市新莊區,121.44247270270289,25.0394561531534
86923,26,新北市新莊區,121.4424727027029,25.040357054054304
86924,31,新北市新莊區,121.44247270270289,25.041257954955206
86925,30,新北市新莊區,121.44247270270287,25.042158855856105
86926,27,新北市新莊區,121.44247270270289,25.04305975675701
86927,28,新北市新莊區,121.44247270270287,25.04396065765791
86928,37,新北市新莊區,121.44247270270289,25.044861558558807
86929,41,新北市新莊區,121.44247270270286,25.04576245945972
86930,38,新北市新莊區,121.44247270270289,25.04666336036062
86931,48,新北市新莊區,121.44247270270286,25.04756426126152
86932,51,新北市新莊區,121.44247270270289,25.048465162162426
86933,52,新北市新莊區,121.44247270270287,25.04936606306332
86934,63,新北市新莊區,121.44247270270291,25.050266963964223
86935,58,新北市新莊區,121.44247270270286,25.05116786486513
86936,65,新北市新莊區,121.44247270270289,25.05206876576603
86937,64,新北市新莊區,121.44247270270289,25.052969666666932
86938,57,新北市新莊區,121.44247270270287,25.05387056756783
86939,53,新北市新莊區,121.44247270270287,25.05477146846873
86940,54,新北市新莊區,121.44247270270287,25.055672369369635
86941,27,新北市新莊區,121.44247270270289,25.05657327027054
86942,14,新北市新莊區,121.44247270270287,25.05747417117144
86943,14,新北市新莊區,121.44247270270287,25.058375072072344
86944,12,新北市泰山區,121.44247270270286,25.059275972973246
86945,11,新北市泰山區,121.44247270270289,25.06017687387415
86946,9,新北市泰山區,121.44247270270289,25.061077774775043
86947,3,新北市泰山區,121.44247270270286,25.06197867567595
86948,2,新北市泰山區,121.44247270270289,25.06287957657685
86949,1,新北市泰山區,121.44247270270289,25.06378047747775
86950,1,新北市泰山區,121.44247270270289,25.06468137837866
86951,1,新北市泰山區,121.44247270270287,25.06558227927956
86952,1,新北市泰山區,121.44247270270289,25.06648318018046
86953,1,新北市泰山區,121.44247270270289,25.067384081081368
86954,1,新北市泰山區,121.44247270270286,25.068284981982266
86955,1,新北市泰山區,121.44247270270289,25.069185882883165
86964,5,新北市五股區,121.44247270270289,25.07729399099129
86965,5,新北市五股區,121.44247270270289,25.07819489189219
86966,12,新北市五股區,121.44247270270289,25.079095792793094
86967,21,新北市五股區,121.44247270270289,25.07999669369399
86968,59,新北市五股區,121.44247270270287,25.08089759459489
86969,72,新北市五股區,121.44247270270289,25.081798495495796
86970,81,新北市五股區,121.44247270270286,25.08269939639669
86971,101,新北市五股區,121.44247270270286,25.0836002972976
86972,99,新北市五股區,121.44247270270289,25.084501198198502
86973,98,新北市五股區,121.44247270270287,25.0854020990994
86974,96,新北市五股區,121.44247270270291,25.086303000000314
86975,93,新北市五股區,121.44247270270289,25.08720390090121
86976,61,新北市五股區,121.44247270270289,25.08810480180211
86977,61,新北市五股區,121.44247270270289,25.089005702703012
86978,69,新北市五股區,121.44247270270291,25.08990660360391
86979,57,新北市五股區,121.44247270270287,25.090807504504806
86980,56,新北市五股區,121.44247270270289,25.09170840540571
86981,49,新北市五股區,121.44247270270286,25.09260930630662
86982,43,新北市五股區,121.44247270270287,25.093510207207522
86983,35,新北市五股區,121.44247270270289,25.09441110810842
86984,28,新北市五股區,121.44247270270286,25.095312009009326
86985,16,新北市五股區,121.44247270270291,25.096212909910232
86986,3,新北市五股區,121.44247270270289,25.09711381081113
86987,6,新北市五股區,121.44247270270289,25.098014711712032
86988,10,新北市五股區,121.44247270270289,25.098915612612934
86989,8,新北市五股區,121.44247270270289,25.099816513513836
86990,10,新北市五股區,121.44247270270289,25.10071741441474
86991,12,新北市五股區,121.44247270270287,25.10161831531564
86992,12,新北市五股區,121.44247270270287,25.102519216216535
86993,12,新北市五股區,121.4424727027029,25.10342011711744
86994,12,新北市五股區,121.44247270270289,25.10432101801834
86995,8,新北市五股區,121.4424727027029,25.105221918919245
86996,8,新北市五股區,121.44247270270289,25.10612281982015
86997,6,新北市五股區,121.44247270270289,25.107023720721052
87034,5,新北市八里區,121.44247270270287,25.14035705405442
87035,20,新北市八里區,121.44247270270286,25.14125795495533
87036,21,新北市八里區,121.44247270270291,25.14215885585623
87037,33,新北市八里區,121.44247270270287,25.143059756757133
87038,46,新北市八里區,121.44247270270289,25.14396065765803
87039,56,新北市八里區,121.4424727027029,25.144861558558933
87040,54,新北市八里區,121.44247270270287,25.14576245945984
87041,54,新北市八里區,121.4424727027029,25.146663360360744
87042,54,新北市八里區,121.44247270270287,25.147564261261643
87043,44,新北市八里區,121.44247270270289,25.148465162162545
87044,55,新北市八里區,121.44247270270289,25.14936606306344
87045,42,新北市八里區,121.44247270270289,25.15026696396435
87046,42,新北市八里區,121.44247270270289,25.151167864865247
87047,42,新北市八里區,121.44247270270289,25.152068765766156
87048,26,新北市八里區,121.44247270270291,25.152969666667055
87049,33,新北市八里區,121.44247270270289,25.153870567567957
87050,18,新北市八里區,121.44247270270289,25.15477146846886
87051,18,新北市八里區,121.4424727027029,25.15567236936976
87052,18,新北市八里區,121.44247270270289,25.15657327027066
87053,18,新北市八里區,121.44247270270289,25.15747417117156
87054,5,新北市八里區,121.44247270270287,25.158375072072463
87060,2,新北市淡水區,121.44247270270286,25.163780477477886
87061,127,新北市淡水區,121.44247270270289,25.164681378378788
87062,218,新北市淡水區,121.44247270270287,25.165582279279676
87063,268,新北市淡水區,121.44247270270289,25.166483180180588
87064,270,新北市淡水區,121.44247270270289,25.167384081081483
87065,299,新北市淡水區,121.44247270270291,25.168284981982392
87066,325,新北市淡水區,121.44247270270289,25.16918588288329
87067,330,新北市淡水區,121.44247270270291,25.170086783784196
87068,339,新北市淡水區,121.44247270270286,25.17098768468509
87069,346,新北市淡水區,121.44247270270289,25.171888585585997
87070,319,新北市淡水區,121.44247270270287,25.172789486486902
87071,384,新北市淡水區,121.44247270270289,25.173690387387797
87072,379,新北市淡水區,121.44247270270289,25.174591288288696
87073,341,新北市淡水區,121.44247270270287,25.1754921891896
87074,350,新北市淡水區,121.44247270270291,25.176393090090507
87075,342,新北市淡水區,121.44247270270289,25.177293990991405
87076,332,新北市淡水區,121.44247270270289,25.17819489189231
87077,351,新北市淡水區,121.44247270270287,25.179095792793213
87078,359,新北市淡水區,121.44247270270289,25.17999669369411
87079,248,新北市淡水區,121.44247270270289,25.180897594595013
87080,265,新北市淡水區,121.44247270270289,25.181798495495915
87081,226,新北市淡水區,121.44247270270291,25.182699396396817
87082,194,新北市淡水區,121.44247270270289,25.183600297297716
87083,206,新北市淡水區,121.44247270270289,25.184501198198625
87084,171,新北市淡水區,121.44247270270287,25.185402099099523
87085,181,新北市淡水區,121.44247270270291,25.186303000000425
87086,171,新北市淡水區,121.44247270270287,25.18720390090133
87087,178,新北市淡水區,121.44247270270287,25.188104801802226
87088,176,新北市淡水區,121.44247270270286,25.18900570270313
87089,188,新北市淡水區,121.44247270270287,25.189906603604033
87090,177,新北市淡水區,121.44247270270289,25.190807504504942
87091,161,新北市淡水區,121.44247270270289,25.19170840540584
87092,180,新北市淡水區,121.44247270270291,25.192609306306746
87093,142,新北市淡水區,121.44247270270287,25.19351020720764
