no,area,name,address,latitude,longitude
5117,鶯歌區,鶯歌區二橋里活動中心-女廁,新北市鶯歌區二橋里中正三路337號,24.935039,121.327682
5118,板橋區,台亞板橋民生站-女廁,新北市板橋區玉光里民生路二段19號,25.01657,121.472143
5119,鶯歌區,新北市立圖書館鶯歌分館1F-男廁,新北市鶯歌區西鶯里中山路150號,24.957359,121.349518
5120,平溪區,孝子山景觀-親子廁所,新北市平溪區石底里靜安路二段295號斜對面,25.02324,121.7341
5121,淡水區,滬尾砲台-男廁,新北市淡水區油車里中正路1段6巷34之1號,25.178538,121.431268
5122,板橋區,四維公園地下停車場B1-女廁,新北市板橋區新翠里四維路177巷3弄6號,25.025504,121.463897
5123,板橋區,江翠國中地下停車場B2-女廁,新北市板橋區文化里松江街63號,25.028945,121.468438
5124,三重區,後竹圍街市民活動中心1F-女廁,新北市三重區永德里自強路三段42巷11號,25.07264,121.485967
5125,新莊區,台北捷運環狀線(新北產業園區站)5F站外-男廁,新北市新莊區福基里五工路35號,25.061494,121.459605
5126,新莊區,台北捷運環狀線(新北產業園區站)5F站外-女廁,新北市新莊區福基里五工路35號,25.061494,121.459605
5127,新莊區,台北捷運環狀線(新北產業園區站)5F站內-男廁,新北市新莊區福基里五工路35號,25.061494,121.459605
5128,中和區,捷運景安站1F-親子廁所,新北市中和區吉興里景平路486號,24.990494,121.503957
5129,八里區,新北市八里區衛生所1F-性別友善,新北市八里區舊城里舊城路16號,25.147095,121.40006
5130,八里區,新北市八里區衛生所2F-親子廁所,新北市八里區舊城里舊城路16號,25.147095,121.40006
5131,八里區,萊爾富八里鐵塔店-混合廁所,新北市八里區大崁里中山路一段43號,25.15964,121.419532
5132,泰山區,星巴克泰山明志門市2F-混合廁所,新北市泰山區義仁里明志路2段123號,25.051366,121.427984
5133,土城區,頂新市民活動中心1F-男廁,新北市土城區頂新里中央路4段283之1號,24.95271628,121.4118503
5134,土城區,頂新市民活動中心1F-女廁,新北市土城區頂新里中央路4段283之1號,24.95272929,121.4118347
5135,淡水區,協元里市民活動中心-混合廁所,新北市淡水區協元里新生街108巷4號,25.17435274,121.4396465
5136,樹林區,東昇里-男廁,新北市樹林區東昇里中山路二段80號,24.98407246,121.4152851
5137,瑞芳區,慈聖宮-男女廁,新北市瑞芳區弓橋里半嶺路16號,25.09134652,121.8382051
5138,樹林區,樹德公廁,新北市樹林區樹德里長壽街70巷1弄17號,24.993215,121.42006
5139,樹林區,三龍公廁-混合廁所,新北市樹林區三龍里三龍街21號,25.01903125,121.41337
5140,瑞芳區,聖祖壇-混合廁所,新北市瑞芳區上天里大寮路2之3號,25.10113,121.10113
5141,汐止區,自強市民活動中心2F-無障礙廁所,新北市汐止區自強里新興路54號,25.062916,121.657174
5142,汐止區,自強市民活動中心3F-混合廁所,新北市汐止區自強里新興路54號,25.062916,121.657174
5143,汐止區,自強市民活動中心3F-無障礙廁所,新北市汐止區自強里新興路54號,25.062916,121.657174
5144,深坑區,深坑區公所3F-男廁,新北市深坑區深坑里深坑街10號,25.002523,121.615966
5145,板橋區,板橋轉運站2F-無障礙廁所,新北市板橋區新民里新站路66號,25.015277,121.464699
5146,三重區,介壽廣場2F-無障礙廁所,新北市三重區尚德里龍門路6號,25.071296,121.494702
5147,三重區,介壽廣場4F-無障礙廁所,新北市三重區尚德里龍門路6號,25.071296,121.494702
5148,鶯歌區,鶯歌陶瓷博物館-遠得要命藝術廁所-女廁,新北市鶯歌區南靖里文化路200號,24.9459465,121.3500173
5149,瑞芳區,瑞芳運動公園-無障礙廁所,新北市瑞芳區新峰里員山子路蛇子形路交叉口,25.10328,121.10328
5150,淡水區,幸褔里市民活動中心-混合廁所,新北市淡水區幸福里學府路51巷3弄10號,25.16935246,121.4470232
5151,三重區,二重埔閱覽室2F-女廁,新北市三重區博愛里疏洪東路二段131號,25.067769,121.475896
5152,泰山區,新北市泰山貴子路福德宮-男女廁,新北市泰山區貴賢里貴賢里貴子路三六巷八號之一,25.041357,121.425863
5153,新店區,福神宮-混合廁所,新北市新店區美潭里北宜路124-1號,24.953461,121.550541
5154,淡水區,將捷金鬱金香酒店-男廁,新北市淡水區油車里中正路1段2號,25.176596,121.429053
5155,貢寮區,澳底公園地下停車場B1-男廁,新北市貢寮區真理里仁愛路43號,25.054081,121.925425
5156,板橋區,板橋轉運站2F-女廁,新北市板橋區新民里新站路66號,25.015277,121.464699
5157,板橋區,中山公園-無障礙廁所,新北市板橋區華江里莊敬路179號,25.0231581,121.4713755
5158,淡水區,文化里辦公室-混合廁所,新北市淡水區文化里新民街71號,25.17661619,121.4383124
5159,新莊區,新莊區民本里辦公處1F-混合廁所,新北市新莊區民本里民本街11巷32號,25.02062458,121.4289494
5160,貢寮區,雙玉第二市民活動中心-男廁,新北市貢寮區雙玉里田寮洋街12-2號旁,25.01584904,121.9185705
5161,貢寮區,雙玉第二市民活動中心-女廁,新北市貢寮區雙玉里田寮洋街12-2號旁,25.01585876,121.9185276
5162,淡水區,義山里活動中心-男廁,新北市淡水區義山里奎柔山路1號,25.20602837,121.45366
5163,淡水區,義山里活動中心-女廁,新北市淡水區義山里奎柔山路1號,25.20585752,121.4525185
5164,三重區,三重空軍一村1F-男廁,新北市三重區光輝里正義南路86巷10號,25.05773049,121.4992034
5165,淡水區,淡水區衛生所1F-無障礙廁所,新北市淡水區協元里中山路158號,25.172778,121.440844
