"識別碼","資料集名稱","資料集網址","資料集提供機關名稱","更新頻率","主題分類","數發部資料集服務分類","提供格式","資料集語系","資料說明"
"BF5602D2-994C-4487-8E21-62B9DE480EFC","108年度新北市總決算收支簡明比較分析表","https://data.ntpc.gov.tw/datasets/bf5602d2-994c-4487-8e21-62b9de480efc","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.108年度新北市總決算收支簡明比較分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->108年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"7BF34A96-0AC7-466E-AB36-304F4355DE20","108年度新北市附屬單位預算營業基金盈虧撥補綜計表(依機關別分列)(預算案)","https://data.ntpc.gov.tw/datasets/7bf34a96-0ac7-466e-ab36-304f4355de20","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.108年度新北市附屬單位預算營業基金盈虧撥補綜計表(依機關別分列)(預算案)

2.單位：新臺幣千元

3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。"
"4374EF82-FB42-4D94-9F71-3EBC23A8C74B","104年度新北市附屬單位預算營業基金盈虧撥補綜計表(依撥補項目分列)(法定)","https://data.ntpc.gov.tw/datasets/4374ef82-fb42-4d94-9f71-3ebc23a8c74b","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.104年度新北市附屬單位預算營業基金盈虧撥補綜計表(依撥補項目分列)(法定)

2.單位：新臺幣千元

3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->104年度附屬單位法定預算""( http://www.bas.ntpc.gov.tw/download/?type_id=10421)或電洽主計處查詢。
"
"3154FB4D-FFFB-472A-BF45-EA216C00A91A","107年度新北市總決算歲入來源別決算總表","https://data.ntpc.gov.tw/datasets/3154fb4d-fffb-472a-bf45-ea216c00a91a","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算歲入來源別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"2AD0E618-41BD-47AF-BFC1-E19FA61E18A6","105年度新北市附屬單位預算營業基金現金流量綜計表(依現金流量項目分列)(法定)","https://data.ntpc.gov.tw/datasets/2ad0e618-41bd-47af-bfc1-e19fa61e18a6","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.105年度新北市附屬單位預算營業基金現金流量綜計表(依現金流量項目分列)(法定)

2.單位：新臺幣千元

3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->105年度附屬單位法定預算""( http://www.bas.ntpc.gov.tw/download/?type_id=10618)或電洽主計處查詢。"
"F0B03C8C-2841-4136-B693-76BAC299F18C","103年度新北市附屬單位預算作業基金餘絀撥補綜計表(依基金別分列)(預算案)","https://data.ntpc.gov.tw/datasets/f0b03c8c-2841-4136-b693-76bac299f18c","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.103年度新北市附屬單位預算作業基金餘絀撥補綜計表(依基金別分列)(預算案)

2.單位：新臺幣千元

3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->103年度附屬單位預算案""( http://www.bas.ntpc.gov.tw/download/?type_id=10408)或電洽主計處查詢。

4.作業基金之新北市都市更新基金、新北市實施平均地權基金及新北市軌道建設發展基金尚未經市議會審議通過。"
"A4DD176C-E6F7-4CB1-A295-37FF6D7B6420","105年度新北市總決算歲計餘絀分析表","https://data.ntpc.gov.tw/datasets/a4dd176c-e6f7-4cb1-a295-37ff6d7b6420","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.105年度新北市總決算歲計餘絀分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->105年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"C8780217-E5B5-4413-B374-695C06E2C5DD","108年度新北市總決算歲入來源別決算總表","https://data.ntpc.gov.tw/datasets/c8780217-e5b5-4413-b374-695c06e2c5dd","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.108年度新北市總決算歲入來源別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->108年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"B7947F60-5B69-45B3-BE8C-61A0D23883E3","106年度新北市總決算累計餘絀計算表 ","https://data.ntpc.gov.tw/datasets/b7947f60-5b69-45b3-be8c-61a0d23883e3","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算累計餘絀計算表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。4.附註表格若為空格則表示該筆無資料"
"20A8E891-9C84-4943-B5A9-952FF7C172DF","106年度新北市總決算歲出機關別決算總表","https://data.ntpc.gov.tw/datasets/20a8e891-9c84-4943-b5a9-952ff7c172df","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算歲出機關別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"36518017-1CBE-4302-B436-4F38C0D2208F","106年度新北市總決算歲出政事別決算總表 ","https://data.ntpc.gov.tw/datasets/36518017-1cbe-4302-b436-4f38c0d2208f","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算歲出政事別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"5B26F428-C304-4692-A06D-E112700ED732","106年度新北市總決算平衡表","https://data.ntpc.gov.tw/datasets/5b26f428-c304-4692-a06d-e112700ed732","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算平衡表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"42C82056-D277-4A22-A681-F213C335216A","108年度新北市附屬單位預算特別收入基金現金流量綜計表(依基金別分列) (法定)","https://data.ntpc.gov.tw/datasets/42c82056-d277-4a22-a681-f213c335216a","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：新臺幣千元
各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算""( http://www.bas.ntpc.gov.tw/home.jsp?id=ce44096e0f12fec9)或電洽主計處查詢。"
"DABE9DC0-83BB-4A1A-86A4-84EEB3D1E524","108年度新北市附屬單位預算營業基金財務摘要綜計表(法定)","https://data.ntpc.gov.tw/datasets/dabe9dc0-83bb-4a1a-86a4-84eeb3d1e524","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：新臺幣百萬元
各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算""( http://www.bas.ntpc.gov.tw/home.jsp?id=ce44096e0f12fec9)或電洽主計處查詢。"
"CF160D86-280F-45E6-891D-15A845911F6F","107年度新北市總決算歲出機關別決算總表","https://data.ntpc.gov.tw/datasets/cf160d86-280f-45e6-891d-15a845911f6f","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算歲出機關別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"9CC1C8D3-779F-41B2-AB54-45BBD7F225AF","108年度新北市附屬單位預算營業基金現金流量綜計表(依基金別分列) (法定)","https://data.ntpc.gov.tw/datasets/9cc1c8d3-779f-41b2-ab54-45bbd7f225af","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：新臺幣千元
各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算""( http://www.bas.ntpc.gov.tw/home.jsp?id=ce44096e0f12fec9)或電洽主計處查詢。"
"ED33400C-C64F-4F0D-829F-E55F020BAF57","108年度新北市附屬單位預算作業基金現金流量綜計表(依基金別分列)(法定)","https://data.ntpc.gov.tw/datasets/ed33400c-c64f-4f0d-829f-e55f020baf57","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：新臺幣千元
各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算""( http://www.bas.ntpc.gov.tw/home.jsp?id=ce44096e0f12fec9)或電洽主計處查詢。"
"94A91632-52D9-45E1-807E-E1382236813E","107年度新北市總決算歲出政事別決算總表","https://data.ntpc.gov.tw/datasets/94a91632-52d9-45e1-807e-e1382236813e","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算歲出政事別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"CCFDD43F-863D-4242-8659-F92325FB346E","107年度新北市總決算累計餘絀計算表","https://data.ntpc.gov.tw/datasets/ccfdd43f-863d-4242-8659-f92325fb346e","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算累計餘絀計算表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"C224C8B3-5D76-427E-A8B2-A2BC14CAC919","106年度新北市總決算收支簡明比較分析表 ","https://data.ntpc.gov.tw/datasets/c224c8b3-5d76-427e-a8b2-a2bc14cac919","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算收支簡明比較分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"1885E76F-C2BF-41AC-A968-B987603E3E91","106年度新北市總決算歲入歲出性質及餘絀簡明分析表","https://data.ntpc.gov.tw/datasets/1885e76f-c2bf-41ac-a968-b987603e3e91","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算歲入歲出性質及餘絀簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"52428DB0-B20E-4A34-9139-E958B4AE3C50","108年度新北市附屬單位預算特別收入基金來源、用途及餘絀綜計表(法定)","https://data.ntpc.gov.tw/datasets/52428db0-b20e-4a34-9139-e958b4ae3c50","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：新臺幣千元
各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算""( http://www.bas.ntpc.gov.tw/home.jsp?id=ce44096e0f12fec9)或電洽主計處查詢。"
"213BF1A5-B858-4D77-A872-BDA63DC9C4F1","107年度新北市總決算平衡表","https://data.ntpc.gov.tw/datasets/213bf1a5-b858-4d77-a872-bda63dc9c4f1","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算平衡表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"C79E4EFE-143C-45AF-91AD-E41A59F25A2A","109年度新北市附屬單位預算作業基金收支餘絀綜計表(依基金別分列)","https://data.ntpc.gov.tw/datasets/c79e4efe-143c-45af-91ad-e41a59f25a2a","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：新臺幣千元
各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->109年度附屬單位預算""( http://www.bas.ntpc.gov.tw/home.jsp?id=ce44096e0f12fec9)或電洽主計處查詢。"
"73797A3A-F501-40C8-8E39-16D58045E88C","107年度新北市總決算收支簡明比較分析表","https://data.ntpc.gov.tw/datasets/73797a3a-f501-40c8-8e39-16d58045e88c","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算收支簡明比較分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"69C6AB82-5A37-4128-B607-E38A7AF87146","107年度新北市總決算歲入歲出性質及餘絀簡明分析表","https://data.ntpc.gov.tw/datasets/69c6ab82-5a37-4128-b607-e38a7af87146","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算歲入歲出性質及餘絀簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"3097B3B8-8655-4AFC-AA44-754DD37B1C19","106年度新北市總決算歲入來源別決算總表","https://data.ntpc.gov.tw/datasets/3097b3b8-8655-4afc-aa44-754dd37b1c19","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算歲入來源別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"F7F35D00-7C5E-4E92-A9C3-B9050FEA75D8","105年度新北市總決算歲出機關別決算總表","https://data.ntpc.gov.tw/datasets/f7f35d00-7c5e-4e92-a9c3-b9050fea75d8","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.105年度新北市總決算歲出機關別決算總表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->105年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"9C5C38BA-F7C2-4728-9346-A6B7B78F52EF","105年度新北市總決算收支簡明比較分析表","https://data.ntpc.gov.tw/datasets/9c5c38ba-f7c2-4728-9346-a6b7b78f52ef","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.105年度新北市總決算收支簡明比較分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->105年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"AF5E66B7-5D00-4877-96A1-487F32B8AD8C","新北市113年土地徵收統計表","https://data.ntpc.gov.tw/datasets/af5e66b7-5d00-4877-96a1-487f32b8ad8c","新北市政府地政局/徵收科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","新北市113年度土地徵收筆數、面積及補償費統計資料"
"6FF1479E-1DD8-42E7-ADE2-C95B5A13F4C1","新北市政府代為標售地籍清理土地及建物公告清冊","https://data.ntpc.gov.tw/datasets/6ff1479e-1dd8-42e7-ade2-c95b5a13f4c1","新北市政府地政局/地籍科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","依地籍清理條例第11條之規定辦理代為標售公告清冊-113年度第4批"
"306A0277-A652-40EE-9ABA-D33CA06873DE","新北市政府辦理地籍清理土地及建物代為標售價金保管款清冊","https://data.ntpc.gov.tw/datasets/306a0277-a652-40ee-9aba-d33ca06873de","新北市政府地政局/地籍科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","新北市政府辦理111年度第6批地籍清理土地及建物代為標售價金保管款清冊"
"B271158C-01E9-4F0F-AEBD-8B9627BBABA7","104年度新北市總決算平衡表","https://data.ntpc.gov.tw/datasets/b271158c-01e9-4f0f-aebd-8b9627bbaba7","新北市政府主計處/會計決算科","不更新","統計","公共資訊","JSON、CSV、XML","中文","1.104年度新北市總決算平衡表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->104年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"8A02934B-0D02-46C9-9982-0B6671C58D48","104年度新北市總決算歲入歲出性質及餘絀簡明分析表","https://data.ntpc.gov.tw/datasets/8a02934b-0d02-46c9-9982-0b6671c58d48","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.104年度新北市總決算歲入歲出性質及餘絀簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->104年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"4957C646-ED87-4B90-9EF7-245358D78806","104年度新北市總決算歲入歲出簡明分析表","https://data.ntpc.gov.tw/datasets/4957c646-ed87-4b90-9ef7-245358d78806","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.104年度新北市總決算歲入歲出簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->104年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"6D2851CB-1AFB-4AD1-8AFF-C6D7EC4B1E11","105年度新北市總決算歲入歲出簡明分析表 ","https://data.ntpc.gov.tw/datasets/6d2851cb-1afb-4ad1-8aff-c6d7ec4b1e11","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.105年度新北市總決算歲入歲出簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參新北市政府主計處網頁->總決算->105年度新北市總決算https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04或電洽主計處查詢。比較增減數為決算數減預算數，增減百分比為比較增減數除以預算數。"
"24AFD1A3-FFC9-4B6F-9B27-3EF95382876D","106年度新北市總決算歲入歲出簡明分析表","https://data.ntpc.gov.tw/datasets/24afd1a3-ffc9-4b6f-9b27-3ef95382876d","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算歲入歲出簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"7F2FC415-9100-439C-8BB9-15EE480F4A4F","107年度新北市總決算歲入歲出簡明分析表","https://data.ntpc.gov.tw/datasets/7f2fc415-9100-439c-8bb9-15ee480f4a4f","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.107年度新北市總決算歲入歲出簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->107年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"086FD05E-35F0-4789-845B-FAE23DF033D3","109年度新北市總決算歲入歲出簡明分析表","https://data.ntpc.gov.tw/datasets/086fd05e-35f0-4789-845b-fae23df033d3","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.109年度新北市總決算歲入歲出簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->109年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"D2C84530-8F86-4632-ABC1-DABE8A4DA253","112年度新北市附屬單位預算資本計畫基金來源、用途及餘絀綜計表","https://data.ntpc.gov.tw/datasets/d2c84530-8f86-4632-abc1-dabe8a4da253","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.單位：新臺幣千元。2.各項欄位說明詳參新北市政府主計處網頁或電洽主計處查詢。"
"496F14D5-D99B-469D-8770-B4AD79488E8F","112年度新北市附屬單位預算作業基金收支餘絀綜計表(依收支科目分列)","https://data.ntpc.gov.tw/datasets/496f14d5-d99b-469d-8770-b4ad79488e8f","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.單位：新臺幣千元。2.各項欄位說明詳參""新北市政府主計處網頁""或電洽主計處查詢。"
"F2DCE1B2-DB1D-4C2E-983C-8516A988E242","110年度地政士開業及異動年報統計表","https://data.ntpc.gov.tw/datasets/f2dce1b2-db1d-4c2e-983c-8516a988e242","新北市政府地政局/地籍科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","110年度地政士開業及異動年報-統計表"
"D38EBDF8-0F86-439A-8393-F8702280EFA8","111年度地政士開業及異動年報統計表","https://data.ntpc.gov.tw/datasets/d38ebdf8-0f86-439a-8393-f8702280efa8","新北市政府地政局/地籍科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","111年度地政士開業及異動年報-統計表"
"34EC945D-9903-4DEE-95FB-55D3B64D5447","112年度新北市附屬單位預算營業基金資本增減綜計表","https://data.ntpc.gov.tw/datasets/34ec945d-9903-4dee-95fb-55d3b64d5447","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.單位：新臺幣千元。2.各項欄位說明詳參""新北市政府主計處網頁""或電洽主計處查詢。"
"B7202E49-A29E-485E-B452-6C660B0C0BEA","106年度新北市總決算歲計餘絀分析表","https://data.ntpc.gov.tw/datasets/b7202e49-a29e-485e-b452-6c660b0c0bea","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市總決算歲計餘絀分析表 2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->106年度新北市總決算""(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"1C63EF6B-58B7-4B44-90A1-E7409C556EC1","110年度新北市總決算歲出機關別決算總表","https://data.ntpc.gov.tw/datasets/1c63ef6b-58b7-4b44-90a1-e7409c556ec1","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.110年度新北市總決算歲出機關別決算總表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->110年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"9F982D46-D694-4B23-8A72-163F8CB091A9","110年度新北市總決算歲出政事別決算總表","https://data.ntpc.gov.tw/datasets/9f982d46-d694-4b23-8a72-163f8cb091a9","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.110年度新北市總決算歲出政事別決算總表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->110年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"F30F75F6-9069-4A13-8F72-DE4F2535B407","110年度新北市總決算歲入歲出性質及餘絀簡明分析表","https://data.ntpc.gov.tw/datasets/f30f75f6-9069-4a13-8f72-de4f2535b407","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.110年度新北市總決算歲入歲出性質及餘絀簡明分析表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->110年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"5278E881-092B-4DBF-8600-435501FBC19D","110年度新北市總決算歲入來源別決算總表","https://data.ntpc.gov.tw/datasets/5278e881-092b-4dbf-8600-435501fbc19d","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.110年度新北市總決算歲入來源別決算總表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->110年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"83893E8A-82C7-4E3A-AD3F-7EE275CD0F93","110年度新北市總決算累計餘絀計算表","https://data.ntpc.gov.tw/datasets/83893e8a-82c7-4e3a-ad3f-7ee275cd0f93","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.110年度新北市總決算累計餘絀計算表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->110年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"D1E97C7A-5C18-4C35-A2E6-D3F114B1F513","110年度新北市總決算收支簡明比較分析表","https://data.ntpc.gov.tw/datasets/d1e97c7a-5c18-4c35-a2e6-d3f114b1f513","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.110年度新北市總決算收支簡明比較分析表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->110年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"F213D4C4-FDA4-4A75-B5F9-10E86942B13D","110年度新北市總決算平衡表","https://data.ntpc.gov.tw/datasets/f213d4c4-fda4-4a75-b5f9-10e86942b13d","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.110年度新北市總決算平衡表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->110年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"D7BD55BB-010B-4058-A921-0B08964865AB","106年度新北市附屬單位預算營業基金損益綜計表(依機關別分列)(法定)","https://data.ntpc.gov.tw/datasets/d7bd55bb-010b-4058-a921-0b08964865ab","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.106年度新北市附屬單位預算營業基金損益綜計表(依機關別分列)(法定)

2.單位：新臺幣千元

3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->106年度附屬單位預算""(http://www.bas.ntpc.gov.tw/download/?type_id=10772)或電洽主計處查詢。
"
"F15BAC29-455C-47F3-8629-51E58EB061DF","108年度新北市附屬單位預算作業基金現金流量綜計表(依基金別分列)(預算案)","https://data.ntpc.gov.tw/datasets/f15bac29-455c-47f3-8629-51e58eb061df","新北市政府主計處/基金預算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文","1.108年度新北市附屬單位預算作業基金現金流量綜計表(依基金別分列)(預算案)

2.單位：新臺幣千元

3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。"
