,機動車輛新車領牌數－按縣市別及使用燃料分(107年1月起),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115年 (1~3月),"270,129","40,887","27,646","197,149","30,095","15,485","6,093",667,"1,108","18,737","2,901","3,598",-,-,-,-,-,-,43,1,13,-,-,-,601,80,162,-,-,-,-,-,-,"46,722","7,042","7,079",540,61,175,244,40,26,"96,433","12,426","15,655","45,348","5,641","5,952","6,093",667,"1,108","9,781","1,371","1,963",-,-,-,-,-,-,43,1,13,-,-,-,601,80,162,-,-,-,-,-,-,"33,783","4,565","6,256",540,61,175,244,40,26,553,95,203,-,-,-,227,28,47,326,67,156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,191",139,50,-,-,-,"1,187",139,50,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"85,966","11,309","13,914","40,251","5,122","5,263","1,171",147,246,"9,412","1,299","1,788",-,-,-,-,-,-,43,1,13,-,-,-,601,80,162,-,-,-,-,-,-,"33,704","4,559","6,241",540,61,175,244,40,26,"8,303",822,"1,427","4,934",494,667,"3,288",317,733,39,5,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,6,8,-,-,-,-,-,-,420,61,61,163,25,22,220,36,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,7,-,-,-,-,-,-,"173,696","28,461","11,991","151,801","24,454","9,533",-,-,-,"8,956","1,530","1,635",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,939","2,477",823,-,-,-,-,-,-
115年 1月,"92,939","14,237","9,499","73,192","11,508","5,800","2,010",217,328,"3,937",626,877,-,-,-,-,-,-,21,-,6,-,-,-,219,30,58,-,-,-,-,-,-,"13,220","1,809","2,344",211,22,70,129,25,16,"35,072","4,563","5,454","18,253","2,329","2,331","2,010",217,328,"1,199",162,309,-,-,-,-,-,-,21,-,6,-,-,-,219,30,58,-,-,-,-,-,-,"13,030","1,778","2,336",211,22,70,129,25,16,162,20,61,-,-,-,70,7,9,92,13,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,437,47,15,-,-,-,437,47,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"31,361","4,172","4,932","16,265","2,116","2,119",406,53,83,"1,093",148,248,-,-,-,-,-,-,21,-,6,-,-,-,219,30,58,-,-,-,-,-,-,"13,017","1,778","2,332",211,22,70,129,25,16,"3,024",312,436,"1,951",205,205,"1,050",106,220,14,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,2,-,-,-,-,-,-,88,12,10,37,8,7,47,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,2,-,-,-,-,-,-,"57,867","9,674","4,045","54,939","9,179","3,469",-,-,-,"2,738",464,568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190,31,8,-,-,-,-,-,-
115年 2月,"66,858","9,993","6,325","49,243","7,287","3,648","1,520",148,272,"3,612",606,520,-,-,-,-,-,-,12,-,3,-,-,-,175,26,48,-,-,-,-,-,-,"12,098","1,909","1,777",141,12,50,57,5,7,"22,043","2,783","3,429","9,782","1,186","1,220","1,520",148,272,"1,464",210,274,-,-,-,-,-,-,12,-,3,-,-,-,175,26,48,-,-,-,-,-,-,"8,892","1,196","1,555",141,12,50,57,5,7,182,18,74,-,-,-,68,6,14,114,12,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,287,34,13,-,-,-,287,34,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,676","2,565","2,983","8,753","1,093","1,057",321,39,55,"1,343",196,211,-,-,-,-,-,-,12,-,3,-,-,-,175,26,48,-,-,-,-,-,-,"8,874","1,194","1,552",141,12,50,57,5,7,"1,790",153,341,"1,001",87,160,774,62,177,7,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,2,1,-,-,-,-,-,-,108,13,18,28,6,3,70,7,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,2,-,-,-,-,-,-,"44,815","7,210","2,896","39,461","6,101","2,428",-,-,-,"2,148",396,246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,206",713,222,-,-,-,-,-,-
115年 3月,"110,332","16,657","11,822","74,714","11,300","6,037","2,563",302,508,"11,188","1,669","2,201",-,-,-,-,-,-,10,1,4,-,-,-,207,24,56,-,-,-,-,-,-,"21,404","3,324","2,958",188,27,55,58,10,3,"39,318","5,080","6,772","17,313","2,126","2,401","2,563",302,508,"7,118",999,"1,380",-,-,-,-,-,-,10,1,4,-,-,-,207,24,56,-,-,-,-,-,-,"11,861","1,591","2,365",188,27,55,58,10,3,209,57,68,-,-,-,89,15,24,120,42,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,467,58,22,-,-,-,463,58,22,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"34,929","4,572","5,999","15,233","1,913","2,087",444,55,108,"6,976",955,"1,329",-,-,-,-,-,-,10,1,4,-,-,-,207,24,56,-,-,-,-,-,-,"11,813","1,587","2,357",188,27,55,58,10,3,"3,489",357,650,"1,982",202,302,"1,464",149,336,18,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,4,5,-,-,-,-,-,-,224,36,33,98,11,12,103,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,3,-,-,-,-,-,-,"71,014","11,577","5,050","57,401","9,174","3,636",-,-,-,"4,070",670,821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,543","1,733",593,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"說明：1.本表所列數字以各月(年)期間新領之統一牌照車輛為限,軍車及未領牌照車輛均不在統計之內；",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　亦不包括臨時牌照車輛。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"　　　2.110年7月起,「小客車營業」項下新增其他營業小客車分類,包括離島或偏遠地區路線客運業者所使用之",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　營業小客(貨)車及營業小型復康巴士。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　3.使用燃料別定義說明。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
